"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_APOPTOSIS",0.585258525852585,0.889864350912779,0.042845050912155,0.356626296271385,0.916835013828263,127,"ENSMUSG00000020914;ENSMUSG00000027381;ENSMUSG00000027249;ENSMUSG00000020890;ENSMUSG00000030156;ENSMUSG00000054717;ENSMUSG00000048376;ENSMUSG00000023830;ENSMUSG00000030208;ENSMUSG00000010609;ENSMUSG00000017146;ENSMUSG00000020009;ENSMUSG00000039236;ENSMUSG00000032000;ENSMUSG00000031628;ENSMUSG00000018339;ENSMUSG00000038612;ENSMUSG00000019969;ENSMUSG00000025888;ENSMUSG00000020396;ENSMUSG00000017466;ENSMUSG00000025076;ENSMUSG00000026029;ENSMUSG00000024927;ENSMUSG00000028914;ENSMUSG00000037321;ENSMUSG00000007659;ENSMUSG00000029084;ENSMUSG00000031168"
"HALLMARK_KRAS_SIGNALING_DN",0.600922722029988,0.889864350912779,0.0438002031299891,0.371483230296795,0.921185327204092,80,"ENSMUSG00000009731;ENSMUSG00000075122;ENSMUSG00000003526;ENSMUSG00000011463;ENSMUSG00000035228;ENSMUSG00000020150;ENSMUSG00000032503;ENSMUSG00000003282;ENSMUSG00000026285;ENSMUSG00000025314;ENSMUSG00000068740;ENSMUSG00000033350;ENSMUSG00000050675;ENSMUSG00000007035;ENSMUSG00000030592;ENSMUSG00000028573;ENSMUSG00000054252;ENSMUSG00000071454;ENSMUSG00000044468;ENSMUSG00000036928;ENSMUSG00000009628;ENSMUSG00000059305;ENSMUSG00000020100;ENSMUSG00000054474;ENSMUSG00000025192"
"HALLMARK_UV_RESPONSE_UP",0.610526315789474,0.889864350912779,0.184706471207739,-0.256022387467804,-0.940505298819496,125,"ENSMUSG00000042228;ENSMUSG00000059146;ENSMUSG00000075232;ENSMUSG00000037580;ENSMUSG00000060216;ENSMUSG00000018167;ENSMUSG00000010097;ENSMUSG00000030695;ENSMUSG00000023932;ENSMUSG00000004446;ENSMUSG00000027562;ENSMUSG00000028394;ENSMUSG00000026456;ENSMUSG00000073987"
"HALLMARK_GLYCOLYSIS",0.617456896551724,0.889864350912779,0.0394366509525593,0.350570454529763,0.910393352208725,146,"ENSMUSG00000032420;ENSMUSG00000032374;ENSMUSG00000022793;ENSMUSG00000019942;ENSMUSG00000021591;ENSMUSG00000028278;ENSMUSG00000024892;ENSMUSG00000033684;ENSMUSG00000039236;ENSMUSG00000027198;ENSMUSG00000015112;ENSMUSG00000028693;ENSMUSG00000031349;ENSMUSG00000035547;ENSMUSG00000028175;ENSMUSG00000033350;ENSMUSG00000000628;ENSMUSG00000028367;ENSMUSG00000024646"
"HALLMARK_HEME_METABOLISM",0.666666666666667,0.933333333333333,0.0347156757446657,0.334744942118452,0.877001635878679,159,"ENSMUSG00000039616;ENSMUSG00000020823;ENSMUSG00000002980;ENSMUSG00000001542;ENSMUSG00000059554;ENSMUSG00000019302;ENSMUSG00000022797;ENSMUSG00000024052;ENSMUSG00000024892;ENSMUSG00000025270;ENSMUSG00000055322;ENSMUSG00000091405;ENSMUSG00000059495;ENSMUSG00000033917;ENSMUSG00000041351;ENSMUSG00000000708;ENSMUSG00000000056;ENSMUSG00000026393;ENSMUSG00000031402;ENSMUSG00000029752;ENSMUSG00000037419;ENSMUSG00000034663;ENSMUSG00000061086;ENSMUSG00000044468;ENSMUSG00000005161;ENSMUSG00000016534;ENSMUSG00000028716;ENSMUSG00000028393;ENSMUSG00000001014"
"HALLMARK_APICAL_JUNCTION",0.733036707452725,0.94520780322307,0.0328701032730105,0.329077373478652,0.841920940558035,119,"ENSMUSG00000020150;ENSMUSG00000039115;ENSMUSG00000006411;ENSMUSG00000026875;ENSMUSG00000009621;ENSMUSG00000023022;ENSMUSG00000021549;ENSMUSG00000027962;ENSMUSG00000022901;ENSMUSG00000038319;ENSMUSG00000028698;ENSMUSG00000020891;ENSMUSG00000029684;ENSMUSG00000059981;ENSMUSG00000001014;ENSMUSG00000026639;ENSMUSG00000006517;ENSMUSG00000020716;ENSMUSG00000037815;ENSMUSG00000020758;ENSMUSG00000032174;ENSMUSG00000032737;ENSMUSG00000025372;ENSMUSG00000023118;ENSMUSG00000053137;ENSMUSG00000027646;ENSMUSG00000021112;ENSMUSG00000028041;ENSMUSG00000059182;ENSMUSG00000038387;ENSMUSG00000030516;ENSMUSG00000019312;ENSMUSG00000030403;ENSMUSG00000031555"
"HALLMARK_MYC_TARGETS_V1",0.735294117647059,0.94520780322307,0.287857117255149,-0.241013019637205,-0.907659805877975,201,"ENSMUSG00000022283;ENSMUSG00000031197;ENSMUSG00000022471;ENSMUSG00000025967;ENSMUSG00000028495;ENSMUSG00000076432;ENSMUSG00000069744;ENSMUSG00000029614;ENSMUSG00000067274;ENSMUSG00000024436;ENSMUSG00000020471;ENSMUSG00000052146;ENSMUSG00000020290;ENSMUSG00000038014;ENSMUSG00000025439;ENSMUSG00000031672;ENSMUSG00000001674;ENSMUSG00000068882;ENSMUSG00000052997;ENSMUSG00000057278;ENSMUSG00000028394;ENSMUSG00000025742;ENSMUSG00000034681;ENSMUSG00000027566;ENSMUSG00000034667;ENSMUSG00000041506;ENSMUSG00000018583;ENSMUSG00000017221;ENSMUSG00000004865;ENSMUSG00000039630;ENSMUSG00000012848;ENSMUSG00000005610;ENSMUSG00000020372;ENSMUSG00000051695;ENSMUSG00000025794;ENSMUSG00000025358;ENSMUSG00000046434;ENSMUSG00000020075;ENSMUSG00000054766;ENSMUSG00000022752;ENSMUSG00000020180;ENSMUSG00000001016;ENSMUSG00000040824;ENSMUSG00000024997;ENSMUSG00000020402;ENSMUSG00000029686;ENSMUSG00000029910;ENSMUSG00000005566;ENSMUSG00000029836;ENSMUSG00000041459;ENSMUSG00000027367"
"HALLMARK_FATTY_ACID_METABOLISM",0.741474147414741,0.94520780322307,0.0317812506835949,0.324012124335618,0.832988659562307,127,"ENSMUSG00000027078;ENSMUSG00000020098;ENSMUSG00000037894;ENSMUSG00000018900;ENSMUSG00000032263;ENSMUSG00000028223;ENSMUSG00000055301;ENSMUSG00000031349;ENSMUSG00000018796;ENSMUSG00000019877;ENSMUSG00000041959;ENSMUSG00000028383;ENSMUSG00000021417;ENSMUSG00000026818;ENSMUSG00000030168;ENSMUSG00000029201;ENSMUSG00000030161;ENSMUSG00000028393;ENSMUSG00000062480;ENSMUSG00000032349;ENSMUSG00000089789;ENSMUSG00000035504"
"HALLMARK_ANDROGEN_RESPONSE",0.763038548752835,0.94520780322307,0.0318534652552707,0.318246267138698,0.799464773296785,87,"ENSMUSG00000055435;ENSMUSG00000037940;ENSMUSG00000001542;ENSMUSG00000040274;ENSMUSG00000033910;ENSMUSG00000019947;ENSMUSG00000021759;ENSMUSG00000038587"
"HALLMARK_PEROXISOME",0.788927335640138,0.94520780322307,0.0310617758113358,0.316961335848095,0.785984690724794,80,"ENSMUSG00000020914;ENSMUSG00000066026;ENSMUSG00000042289;ENSMUSG00000028633;ENSMUSG00000046876;ENSMUSG00000018796;ENSMUSG00000003271;ENSMUSG00000021417;ENSMUSG00000026818"
"HALLMARK_MYC_TARGETS_V2",0.792134831460674,0.94520780322307,0.112843355675562,-0.259450584091915,-0.820950435187196,57,"ENSMUSG00000028261;ENSMUSG00000057421;ENSMUSG00000024613;ENSMUSG00000001674;ENSMUSG00000001436;ENSMUSG00000026492;ENSMUSG00000030505;ENSMUSG00000041057;ENSMUSG00000041506"
"HALLMARK_MYOGENESIS",0.829241071428571,0.94520780322307,0.0268860833830403,0.296753769391012,0.753687667040156,104,"ENSMUSG00000031841;ENSMUSG00000028339;ENSMUSG00000010609;ENSMUSG00000024486;ENSMUSG00000045103;ENSMUSG00000024892;ENSMUSG00000026414;ENSMUSG00000018339;ENSMUSG00000018819;ENSMUSG00000036606;ENSMUSG00000018796;ENSMUSG00000038319;ENSMUSG00000001419;ENSMUSG00000031788;ENSMUSG00000022610;ENSMUSG00000030592;ENSMUSG00000036256;ENSMUSG00000061086"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.844594594594595,0.94520780322307,0.0263947139776277,0.28817337593872,0.727347505614361,94,"ENSMUSG00000002489;ENSMUSG00000019942;ENSMUSG00000038058;ENSMUSG00000027490;ENSMUSG00000027999;ENSMUSG00000028698;ENSMUSG00000038696;ENSMUSG00000047281;ENSMUSG00000003814"
"HALLMARK_BILE_ACID_METABOLISM",0.855450236966825,0.94520780322307,0.0283628487151644,0.291065840150253,0.712772560996834,70,"ENSMUSG00000023942;ENSMUSG00000029499;ENSMUSG00000042289;ENSMUSG00000046876;ENSMUSG00000018796;ENSMUSG00000005907;ENSMUSG00000003271;ENSMUSG00000041809;ENSMUSG00000018800;ENSMUSG00000031618;ENSMUSG00000003123;ENSMUSG00000067825;ENSMUSG00000023045;ENSMUSG00000017453"
"HALLMARK_COMPLEMENT",0.868047982551799,0.94520780322307,0.0231538258045259,0.289085388131263,0.745374751108061,131,"ENSMUSG00000024014;ENSMUSG00000027249;ENSMUSG00000031841;ENSMUSG00000015437;ENSMUSG00000032369;ENSMUSG00000039007;ENSMUSG00000058297;ENSMUSG00000030560;ENSMUSG00000015889;ENSMUSG00000019960;ENSMUSG00000039682;ENSMUSG00000031628;ENSMUSG00000024371;ENSMUSG00000025221;ENSMUSG00000019969;ENSMUSG00000025888;ENSMUSG00000017466;ENSMUSG00000021477;ENSMUSG00000048895;ENSMUSG00000018585;ENSMUSG00000025076;ENSMUSG00000050675"
"HALLMARK_DNA_REPAIR",0.90722761596548,0.966394634398011,0.0199001825208318,0.276933922833527,0.718578740226292,139,"ENSMUSG00000002980;ENSMUSG00000025747;ENSMUSG00000030654;ENSMUSG00000009535;ENSMUSG00000021018;ENSMUSG00000027509;ENSMUSG00000023104;ENSMUSG00000027203;ENSMUSG00000052293;ENSMUSG00000038644;ENSMUSG00000028668;ENSMUSG00000071662;ENSMUSG00000056394;ENSMUSG00000002326;ENSMUSG00000015790;ENSMUSG00000062867;ENSMUSG00000022831;ENSMUSG00000022774;ENSMUSG00000031487;ENSMUSG00000006678;ENSMUSG00000020287;ENSMUSG00000027067;ENSMUSG00000025575;ENSMUSG00000030400;ENSMUSG00000024854;ENSMUSG00000030726;ENSMUSG00000036572;ENSMUSG00000024790;ENSMUSG00000067148;ENSMUSG00000031754;ENSMUSG00000024258;ENSMUSG00000029310;ENSMUSG00000046516"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.935779816513762,0.975600234237751,0.135740943810425,-0.219357173868522,-0.789289358504728,105,"ENSMUSG00000042406;ENSMUSG00000020303;ENSMUSG00000045983;ENSMUSG00000029415;ENSMUSG00000034994;ENSMUSG00000025007;ENSMUSG00000022884;ENSMUSG00000025451;ENSMUSG00000053289;ENSMUSG00000034667;ENSMUSG00000025724;ENSMUSG00000041506;ENSMUSG00000021831;ENSMUSG00000032042"
"HALLMARK_ADIPOGENESIS",0.988469601677149,1,0.0113146012252547,0.230802985428314,0.604480841374151,167,"ENSMUSG00000025780;ENSMUSG00000049422;ENSMUSG00000028339;ENSMUSG00000001211;ENSMUSG00000020009;ENSMUSG00000029455;ENSMUSG00000018339;ENSMUSG00000026880;ENSMUSG00000021957;ENSMUSG00000028223;ENSMUSG00000002985;ENSMUSG00000004043;ENSMUSG00000005514;ENSMUSG00000033938;ENSMUSG00000005873;ENSMUSG00000028557;ENSMUSG00000030168;ENSMUSG00000030869;ENSMUSG00000022956;ENSMUSG00000003123;ENSMUSG00000070730;ENSMUSG00000035504;ENSMUSG00000056698;ENSMUSG00000029385;ENSMUSG00000001918;ENSMUSG00000020163;ENSMUSG00000041028;ENSMUSG00000064289;ENSMUSG00000028494;ENSMUSG00000027709;ENSMUSG00000025950;ENSMUSG00000045302;ENSMUSG00000022437;ENSMUSG00000020277;ENSMUSG00000022013;ENSMUSG00000028792;ENSMUSG00000041426;ENSMUSG00000030630;ENSMUSG00000023089;ENSMUSG00000020777;ENSMUSG00000061130;ENSMUSG00000000440;ENSMUSG00000036390;ENSMUSG00000024978;ENSMUSG00000025791;ENSMUSG00000026664;ENSMUSG00000035885;ENSMUSG00000060376;ENSMUSG00000026858"
"HALLMARK_OXIDATIVE_PHOSPHORYLATION",1,1,0.00893801210835004,0.165136114377465,0.434329492834221,195,"ENSMUSG00000000959;ENSMUSG00000032314;ENSMUSG00000028223;ENSMUSG00000027099;ENSMUSG00000005514;ENSMUSG00000033938;ENSMUSG00000025968;ENSMUSG00000003438;ENSMUSG00000025076;ENSMUSG00000016319;ENSMUSG00000061518;ENSMUSG00000034566;ENSMUSG00000024646;ENSMUSG00000041881;ENSMUSG00000031818;ENSMUSG00000021731;ENSMUSG00000025745;ENSMUSG00000030869;ENSMUSG00000022956;ENSMUSG00000015790;ENSMUSG00000045948;ENSMUSG00000018770;ENSMUSG00000038084;ENSMUSG00000020163;ENSMUSG00000024359;ENSMUSG00000062683;ENSMUSG00000004264;ENSMUSG00000032330;ENSMUSG00000026032;ENSMUSG00000006057;ENSMUSG00000016252;ENSMUSG00000030246;ENSMUSG00000025950;ENSMUSG00000002416;ENSMUSG00000033793;ENSMUSG00000024902;ENSMUSG00000038690;ENSMUSG00000025733;ENSMUSG00000023089;ENSMUSG00000018574;ENSMUSG00000046516;ENSMUSG00000036751;ENSMUSG00000027673;ENSMUSG00000030611;ENSMUSG00000026664;ENSMUSG00000035885;ENSMUSG00000060376;ENSMUSG00000014294;ENSMUSG00000003873;ENSMUSG00000050856;ENSMUSG00000071014;ENSMUSG00000024132;ENSMUSG00000024121;ENSMUSG00000058076;ENSMUSG00000017778;ENSMUSG00000001750;ENSMUSG00000027809;ENSMUSG00000000563;ENSMUSG00000021764;ENSMUSG00000063229;ENSMUSG00000030934;ENSMUSG00000004610;ENSMUSG00000022820;ENSMUSG00000021079;ENSMUSG00000021114"
